订单编号,客户ID,客户名称,客户编号,客户省份,销售代表ID,下单日期,预计送货日期,实际送货日期,产品ID,产品名称,数量, 单价 ,金额
SO47986,29997,湖南29997自行车销售有限公司,10-4020-000236,湖南,210,9/30/15,10/12/15,10/1/15,750,山地自行车前轮,5,36.447,182.235
SO47986,29997,湖南29997自行车销售有限公司,10-4020-000236,湖南,210,9/30/15,10/12/15,10/8/15,756,夏用手套,5,14.1289,70.6445
SO47986,29997,湖南29997自行车销售有限公司,10-4020-000236,湖南,210,9/30/15,10/12/15,10/5/15,757,线缆锁,4,15,60
SO47986,29997,湖南29997自行车销售有限公司,10-4020-000236,湖南,210,9/30/15,10/12/15,10/3/15,758,运动头盔,17,20.1865,343.1705
SO47986,29997,湖南29997自行车销售有限公司,10-4020-000236,湖南,210,9/30/15,10/12/15,10/4/15,759,长袖运动衫,12,28.8404,346.0848
SO47987,29554,天津29554自行车销售有限公司,10-4020-000198,天津,208,9/30/15,10/12/15,10/14/15,709,公路自行车,3,469.794,1409.382
SO47987,29554,天津29554自行车销售有限公司,10-4020-000198,天津,208,9/30/15,10/12/15,10/3/15,731,帽子,3,5.1865,15.5595
SO47987,29554,天津29554自行车销售有限公司,10-4020-000198,天津,208,9/30/15,10/12/15,10/6/15,759,长袖运动衫,6,28.8404,173.0424
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/13/15,709,公路自行车,106,1466.01,155397.06
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/10/15,710,公路自行车车把,1,65.6018,65.6018
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/13/15,711,公路自行车车架,28,324.4527,9084.6756
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/6/15,713,公路自行车后轮,5,67.539,337.695
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/8/15,715,公路自行车前轮,5,198.036,990.18
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/13/15,731,帽子,4,5.1865,20.746
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/12/15,732,迷你气筒,8,11.994,95.952
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/2/15,733,男士背带短裤,1,53.994,53.994
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/11/15,734,男士运动短裤,2,35.994,71.988
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/3/15,735,女士紧身衣,10,44.994,449.94
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/11/15,756,夏用手套,6,14.1289,84.7734
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/14/15,757,线缆锁,4,15,60
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/15/15,758,运动头盔,11,20.1865,222.0515
SO47988,30074,西藏30074自行车销售有限公司,10-4020-000533,西藏,213,9/30/15,10/12/15,10/9/15,759,长袖运动衫,12,28.8404,346.0848
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/8/15,709,公路自行车,12,469.794,5637.528
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/1/15,711,公路自行车车架,4,324.4527,1297.8108
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/6/15,713,公路自行车后轮,1,67.539,67.539
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/4/15,731,帽子,3,5.1865,15.5595
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/10/15,735,女士紧身衣,7,44.994,314.958
SO47989,29598,安徽29598自行车销售有限公司,10-4020-000077,安徽,201,9/30/15,10/12/15,10/4/15,759,长袖运动衫,5,28.8404,144.202
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/11/15,709,公路自行车,112,1466.01,164193.12
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/14/15,711,公路自行车车架,32,324.4527,10382.4864
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/5/15,713,公路自行车后轮,1,67.539,67.539
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/13/15,715,公路自行车前轮,7,198.036,1386.252
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/8/15,731,帽子,7,5.1865,36.3055
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/12/15,733,男士背带短裤,5,53.994,269.97
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/10/15,734,男士运动短裤,2,35.994,71.988
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/14/15,735,女士紧身衣,4,44.994,179.976
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/4/15,758,运动头盔,18,20.1865,363.357
SO47990,30117,贵州30117自行车销售有限公司,10-4020-000328,贵州,214,9/30/15,10/12/15,10/8/15,759,长袖运动衫,10,28.8404,288.404
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/9/15,705,冬用手套,17,22.794,387.498
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/8/15,732,迷你气筒,2,11.994,23.988
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/11/15,743,山地自行车,29,1242.8518,36042.7022
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/8/15,744,山地自行车车把,5,65.6018,328.009
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/7/15,745,山地自行车车架,8,744.2727,5954.1816
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/9/15,748,山地自行车后轮,2,196.329,392.658
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/8/15,750,山地自行车前轮,1,36.447,36.447
SO47991,29935,河南29935自行车销售有限公司,10-4020-000043,河南,206,9/30/15,10/12/15,10/8/15,757,线缆锁,3,15,45
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/6/15,705,冬用手套,8,22.794,182.352
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/8/15,708,耳机,4,74.838,299.352
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/6/15,731,帽子,6,5.1865,31.119
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/8/15,732,迷你气筒,1,11.994,11.994
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/7/15,733,男士背带短裤,14,53.994,755.916
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/4/15,734,男士运动短裤,13,35.994,467.922
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/11/15,735,女士紧身衣,17,44.994,764.898
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/10/15,740,前叉,4,137.694,550.776
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/13/15,743,山地自行车,27,1242.8518,33556.9986
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/8/15,744,山地自行车车把,4,33.7745,135.098
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/11/15,745,山地自行车车架,22,744.2727,16373.9994
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/5/15,748,山地自行车后轮,3,196.329,588.987
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/13/15,750,山地自行车前轮,1,36.447,36.447
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/6/15,756,夏用手套,3,14.1289,42.3867
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/14/15,757,线缆锁,5,15,75
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/4/15,758,运动头盔,18,20.1865,363.357
SO47992,30045,江苏30045自行车销售有限公司,10-4020-000487,江苏,201,9/30/15,10/12/15,10/15/15,759,长袖运动衫,13,28.8404,374.9252
SO47993,29540,安徽29540自行车销售有限公司,10-4020-000207,安徽,201,9/30/15,10/12/15,10/4/15,705,冬用手套,8,22.794,182.352
SO47993,29540,安徽29540自行车销售有限公司,10-4020-000207,安徽,201,9/30/15,10/12/15,10/6/15,731,帽子,6,5.1865,31.119
SO47993,29540,安徽29540自行车销售有限公司,10-4020-000207,安徽,201,9/30/15,10/12/15,10/11/15,735,女士紧身衣,2,44.994,89.988
SO47993,29540,安徽29540自行车销售有限公司,10-4020-000207,安徽,201,9/30/15,10/12/15,10/1/15,743,山地自行车,7,1242.8518,8699.9626
SO47993,29540,安徽29540自行车销售有限公司,10-4020-000207,安徽,201,9/30/15,10/12/15,10/13/15,759,长袖运动衫,7,28.8404,201.8828
SO47994,30094,广西30094自行车销售有限公司,10-4020-000258,广西,209,9/30/15,10/12/15,10/9/15,709,公路自行车,55,1466.01,80630.55
SO47994,30094,广西30094自行车销售有限公司,10-4020-000258,广西,209,9/30/15,10/12/15,10/9/15,710,公路自行车车把,3,65.6018,196.8054
SO47994,30094,广西30094自行车销售有限公司,10-4020-000258,广西,209,9/30/15,10/12/15,10/2/15,711,公路自行车车架,20,324.4527,6489.054
SO47994,30094,广西30094自行车销售有限公司,10-4020-000258,广西,209,9/30/15,10/12/15,10/10/15,713,公路自行车后轮,4,67.539,270.156
SO47994,30094,广西30094自行车销售有限公司,10-4020-000258,广西,209,9/30/15,10/12/15,10/1/15,715,公路自行车前轮,2,198.036,396.072
SO47995,29684,贵州29684自行车销售有限公司,10-4020-000377,贵州,214,9/30/15,10/12/15,10/2/15,709,公路自行车,29,469.794,13624.026
SO47995,29684,贵州29684自行车销售有限公司,10-4020-000377,贵州,214,9/30/15,10/12/15,10/8/15,713,公路自行车后轮,7,67.539,472.773
SO47995,29684,贵州29684自行车销售有限公司,10-4020-000377,贵州,214,9/30/15,10/12/15,10/3/15,731,帽子,2,5.1865,10.373
SO47995,29684,贵州29684自行车销售有限公司,10-4020-000377,贵州,214,9/30/15,10/12/15,10/9/15,735,女士紧身衣,8,44.994,359.952
SO47995,29684,贵州29684自行车销售有限公司,10-4020-000377,贵州,214,9/30/15,10/12/15,10/7/15,759,长袖运动衫,1,28.8404,28.8404
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/8/15,705,冬用手套,10,22.794,227.94
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/5/15,708,耳机,9,74.838,673.542
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/5/15,740,前叉,5,137.694,688.47
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/9/15,743,山地自行车,29,1242.8518,36042.7022
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/2/15,744,山地自行车车把,4,33.7745,135.098
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/7/15,745,山地自行车车架,13,744.2727,9675.5451
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/10/15,748,山地自行车后轮,11,196.329,2159.619
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/10/15,750,山地自行车前轮,1,36.447,36.447
SO47996,30055,浙江30055自行车销售有限公司,10-4020-000381,浙江,204,9/30/15,10/12/15,10/6/15,759,长袖运动衫,2,28.8404,57.6808
SO47997,29816,河北29816自行车销售有限公司,10-4020-000002,河北,208,9/30/15,10/12/15,10/2/15,705,冬用手套,15,22.794,341.91
SO47997,29816,河北29816自行车销售有限公司,10-4020-000002,河北,208,9/30/15,10/12/15,10/3/15,731,帽子,3,5.1865,15.5595
SO47997,29816,河北29816自行车销售有限公司,10-4020-000002,河北,208,9/30/15,10/12/15,10/14/15,735,女士紧身衣,1,44.994,44.994
SO47997,29816,河北29816自行车销售有限公司,10-4020-000002,河北,208,9/30/15,10/12/15,10/14/15,743,山地自行车,3,1229.4589,3688.3767
SO47997,29816,河北29816自行车销售有限公司,10-4020-000002,河北,208,9/30/15,10/12/15,10/7/15,759,长袖运动衫,3,28.8404,86.5212
SO47998,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,9/30/15,10/12/15,10/9/15,705,冬用手套,12,22.794,273.528
SO47998,29571,广西29571自行车销售有限公司,10-4020-000289,广西,209,9/30/15,10/12/15,10/12/15,743,山地自行车,9,1242.8518,11185.6662
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/11/15,705,冬用手套,9,22.794,205.146
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/11/15,708,耳机,5,74.838,374.19
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/14/15,740,前叉,6,137.694,826.164
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/9/15,743,山地自行车,25,1242.8518,31071.295
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/4/15,744,山地自行车车把,2,33.7745,67.549
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/4/15,745,山地自行车车架,13,744.2727,9675.5451
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/12/15,748,山地自行车后轮,13,196.329,2552.277
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/8/15,750,山地自行车前轮,2,36.447,72.894
SO47999,30107,陕西30107自行车销售有限公司,10-4020-000650,陕西,213,9/30/15,10/12/15,10/1/15,759,长袖运动衫,1,28.8404,28.8404
SO48000,30042,河北30042自行车销售有限公司,10-4020-000478,河北,208,9/30/15,10/12/15,10/7/15,711,公路自行车车架,1,780.8182,780.8182
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/9/15,705,冬用手套,15,22.794,341.91
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/9/15,708,耳机,6,74.838,449.028
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/5/15,731,帽子,4,5.1865,20.746
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/2/15,732,迷你气筒,4,11.994,47.976
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/4/15,733,男士背带短裤,4,53.994,215.976
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/13/15,734,男士运动短裤,12,35.994,431.928
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/5/15,735,女士紧身衣,20,44.994,899.88
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/15/15,740,前叉,8,137.694,1101.552
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/6/15,743,山地自行车,28,1242.8518,34799.8504
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/8/15,744,山地自行车车把,6,33.7745,202.647
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/2/15,745,山地自行车车架,11,744.2727,8186.9997
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/11/15,748,山地自行车后轮,7,196.329,1374.303
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/9/15,750,山地自行车前轮,1,36.447,36.447
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/15/15,756,夏用手套,8,14.1289,113.0312
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/14/15,757,线缆锁,3,15,45
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/12/15,758,运动头盔,25,20.1865,504.6625
SO48001,29953,湖南29953自行车销售有限公司,10-4020-000127,湖南,210,9/30/15,10/12/15,10/14/15,759,长袖运动衫,14,28.8404,403.7656
SO48002,29675,西藏29675自行车销售有限公司,10-4020-000107,西藏,213,9/30/15,10/12/15,10/12/15,709,公路自行车,9,469.794,4228.146
SO48002,29675,西藏29675自行车销售有限公司,10-4020-000107,西藏,213,9/30/15,10/12/15,10/13/15,713,公路自行车后轮,3,67.539,202.617
SO48002,29675,西藏29675自行车销售有限公司,10-4020-000107,西藏,213,9/30/15,10/12/15,10/7/15,735,女士紧身衣,4,44.994,179.976
SO48003,30023,陕西30023自行车销售有限公司,10-4020-000310,陕西,213,9/30/15,10/12/15,10/12/15,731,帽子,4,5.1865,20.746
SO48003,30023,陕西30023自行车销售有限公司,10-4020-000310,陕西,213,9/30/15,10/12/15,10/3/15,735,女士紧身衣,3,44.994,134.982
SO48003,30023,陕西30023自行车销售有限公司,10-4020-000310,陕西,213,9/30/15,10/12/15,10/1/15,759,长袖运动衫,3,28.8404,86.5212
SO48004,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,9/30/15,10/12/15,10/12/15,709,公路自行车,53,1466.01,77698.53
SO48004,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,9/30/15,10/12/15,10/10/15,711,公路自行车车架,16,324.4527,5191.2432
SO48004,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,9/30/15,10/12/15,10/10/15,713,公路自行车后轮,1,67.539,67.539
SO48004,30076,湖南30076自行车销售有限公司,10-4020-000527,湖南,210,9/30/15,10/12/15,10/12/15,715,公路自行车前轮,6,198.036,1188.216
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/3/15,709,公路自行车,76,1466.01,111416.76
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/12/15,710,公路自行车车把,1,65.6018,65.6018
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/11/15,711,公路自行车车架,59,780.8182,46068.2738
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/12/15,713,公路自行车后轮,5,67.539,337.695
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/6/15,715,公路自行车前轮,2,198.036,396.072
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/3/15,731,帽子,6,5.1865,31.119
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/10/15,732,迷你气筒,5,11.994,59.97
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/11/15,733,男士背带短裤,12,53.994,647.928
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/15/15,734,男士运动短裤,13,35.994,467.922
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/15/15,735,女士紧身衣,11,44.994,494.934
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/10/15,756,夏用手套,8,14.1289,113.0312
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/2/15,757,线缆锁,5,15,75
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/11/15,758,运动头盔,29,20.1865,585.4085
SO48005,30103,浙江30103自行车销售有限公司,10-4020-000638,浙江,204,9/30/15,10/12/15,10/11/15,759,长袖运动衫,19,28.8404,547.9676
SO48006,30026,贵州30026自行车销售有限公司,10-4020-000301,贵州,214,9/30/15,10/12/15,10/7/15,709,公路自行车,31,469.794,14563.614
SO48007,29630,北京29630自行车销售有限公司,10-4020-000157,北京,205,9/30/15,10/12/15,10/11/15,743,山地自行车,1,647.994,647.994
SO48008,29983,青海29983自行车销售有限公司,10-4020-000677,青海,213,9/30/15,10/12/15,10/2/15,705,冬用手套,14,22.794,319.116
SO48008,29983,青海29983自行车销售有限公司,10-4020-000677,青海,213,9/30/15,10/12/15,10/6/15,731,帽子,4,5.1865,20.746
SO48008,29983,青海29983自行车销售有限公司,10-4020-000677,青海,213,9/30/15,10/12/15,10/1/15,735,女士紧身衣,7,44.994,314.958
SO48009,29869,辽宁29869自行车销售有限公司,10-4020-000247,辽宁,207,9/30/15,10/12/15,10/10/15,705,冬用手套,6,22.794,136.764
SO48009,29869,辽宁29869自行车销售有限公司,10-4020-000247,辽宁,207,9/30/15,10/12/15,10/8/15,731,帽子,1,5.1865,5.1865
SO48009,29869,辽宁29869自行车销售有限公司,10-4020-000247,辽宁,207,9/30/15,10/12/15,10/6/15,735,女士紧身衣,4,44.994,179.976
SO48009,29869,辽宁29869自行车销售有限公司,10-4020-000247,辽宁,207,9/30/15,10/12/15,10/2/15,743,山地自行车,6,1242.8518,7457.1108
SO48009,29869,辽宁29869自行车销售有限公司,10-4020-000247,辽宁,207,9/30/15,10/12/15,10/11/15,759,长袖运动衫,7,28.8404,201.8828
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/13/15,705,冬用手套,13,22.794,296.322
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/13/15,708,耳机,8,74.838,598.704
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/2/15,731,帽子,8,5.1865,41.492
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/2/15,732,迷你气筒,6,11.994,71.964
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/10/15,733,男士背带短裤,14,53.994,755.916
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/4/15,734,男士运动短裤,13,35.994,467.922
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/5/15,735,女士紧身衣,6,44.994,269.964
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/1/15,740,前叉,9,137.694,1239.246
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/1/15,743,山地自行车,43,1242.8518,53442.6274
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/2/15,744,山地自行车车把,14,33.7745,472.843
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/7/15,745,山地自行车车架,27,744.2727,20095.3629
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/5/15,748,山地自行车后轮,7,196.329,1374.303
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/3/15,750,山地自行车前轮,4,36.447,145.788
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/1/15,756,夏用手套,7,14.1289,98.9023
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/5/15,757,线缆锁,5,15,75
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/8/15,758,运动头盔,25,20.1865,504.6625
SO48010,29712,吉林29712自行车销售有限公司,10-4020-000175,吉林,207,9/30/15,10/12/15,10/3/15,759,长袖运动衫,19,28.8404,547.9676
SO48011,29633,江苏29633自行车销售有限公司,10-4020-000089,江苏,201,9/30/15,10/12/15,10/1/15,709,公路自行车,16,469.794,7516.704
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/4/15,709,公路自行车,46,1466.01,67436.46
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/15/15,710,公路自行车车把,3,65.6018,196.8054
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/15/15,711,公路自行车车架,32,780.8182,24986.1824
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/12/15,713,公路自行车后轮,4,67.539,270.156
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/8/15,715,公路自行车前轮,6,198.036,1188.216
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/9/15,731,帽子,9,5.1865,46.6785
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/7/15,732,迷你气筒,8,11.994,95.952
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/13/15,733,男士背带短裤,11,53.994,593.934
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/7/15,734,男士运动短裤,10,35.994,359.94
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/12/15,735,女士紧身衣,13,44.994,584.922
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/1/15,756,夏用手套,10,14.1289,141.289
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/6/15,757,线缆锁,6,15,90
SO48012,29703,宁夏29703自行车销售有限公司,10-4020-000078,宁夏,213,9/30/15,10/12/15,10/15/15,758,运动头盔,17,20.1865,343.1705
